time,computer_source,user,computer_dest,label
332991,C206546,U862642,C790126,0
333031,VPN,U341644,C291378,0
333104,C206546,U244822,C217088,0
333104,C206546,U244822,C217088,0
333191,C217088,U244822,C911314,0
333240,VPN,U703614,EnterpriseAppServer,0
333495,C206546,U522332,C339752,0
334066,C217088,U703614,EnterpriseAppServer,0
334511,C206546,U824847,C845791,0
334527,C217088,U703614,EnterpriseAppServer,0
334634,C206546,U800339,C719370,0
335195,C206546,U504749,C393882,0
335195,C206546,U504749,C393882,0
336110,VPN,U328806,C140632,0
336154,C206546,U861456,C377838,0
336154,C206546,U861456,C377838,0
336489,C206546,U912707,C801423,0
336586,C801423,U912707,C143722,0
336586,C801423,U912707,C143722,0
336646,C801423,U912707,C143722,0
336646,C801423,U912707,C143722,0
337179,C206546,U912707,C143722,0
337179,C206546,U912707,C143722,0
337671,C206546,U912707,C801423,0
338637,C206546,U035202,C370527,0
338701,VPN,U902997,EnterpriseAppServer,0
339045,C206546,U824847,C845791,0
339242,C206546,U019336,C426187,0
339242,C206546,U019336,C426187,0
340291,C206546,U961669,C067238,0
341435,EnterpriseAppServer,U480259,C297473,0
341435,EnterpriseAppServer,U480259,C297473,0
341932,C206546,U741168,C081299,0
341997,EnterpriseAppServer,U480259,C297473,0
341997,EnterpriseAppServer,U480259,C297473,0
342170,C206546,U487000,C890652,0
342183,C206546,U480259,C297473,0
342183,C206546,U480259,C297473,0
342422,C206546,U861456,C377838,0
342422,C206546,U861456,C377838,0
343455,C206546,U473718,C963464,0
345648,C288750,U451666,C313779,0
345766,C085403,U584037,C395501,0
346044,C745121,U412759,C402090,0
346044,C745121,U412759,C402090,0
351580,C206546,U206145,C771910,0
354723,C206546,U087757,C284103,0
357157,C206546,U087757,C284103,0
358811,C206546,U724397,C139916,0
358811,C206546,U724397,C139916,0
359116,C206546,U822126,C749088,0
360358,C166150,U937927,C324399,0
360358,C166150,U937927,C324399,0
361911,C206546,U035202,C370527,0
361987,VPN,U902997,EnterpriseAppServer,0
363485,VPN,U902997,EnterpriseAppServer,0
364747,C206546,U087757,C284103,0
365578,C206546,U962265,C882724,0
366406,C206546,U854867,C207275,0
366680,C206546,U445261,C952934,0
366680,C206546,U445261,C952934,0
367549,EnterpriseAppServer,U065116,C426996,0
367575,C206546,U882674,C738235,0
367608,C206546,U990904,C048253,0
367665,C206546,U512474,C541838,0
367688,C206546,U206033,C439231,0
368307,C206546,U741168,C081299,0
369219,C206546,U192765,C942538,0
369335,C206546,U035202,C370527,0
369385,C242929,U104998,C567126,0
369385,C242929,U104998,C567126,0
369743,C206546,U927141,C002286,0
369829,VPN,U902997,EnterpriseAppServer,0
370013,C206546,U927141,C002286,0
370280,C206546,U244822,C217088,0
370280,C206546,U244822,C217088,0
370325,C217088,U244822,C911314,0
370432,C206546,U302029,C272045,0
370544,C217088,U703614,EnterpriseAppServer,0
370778,C775797,U774181,C087255,0
370778,C775797,U774181,C087255,0
370835,C206546,U741168,C081299,0
370873,C206546,U387062,C559004,0
370929,C139916,U724397,C384732,0
370934,C067947,U304350,C237480,0
370934,C067947,U304350,C237480,0
371042,C324304,U775371,C761044,0
371106,C206546,U206033,C439231,0
371147,C206546,U522332,C339752,0
371153,C854081,U309676,C445881,0
371448,C355169,U583334,C573283,0
371448,C355169,U583334,C573283,0
371601,C649154,U074831,C093279,0
371675,C206546,U493469,C447558,0
371678,C355169,U583334,C573283,0
371678,C355169,U583334,C573283,0
371695,C749645,U291569,C735514,0
371721,VPN,U688301,EnterpriseAppServer,0
371734,C355169,U686873,C573283,0
371734,C355169,U686873,C573283,0
371762,VPN,U002920,EnterpriseAppServer,0
371817,C206546,U055223,C835004,0
371817,C206546,U055223,C835004,0
371818,C206546,U644112,C044454,0
371825,C206546,U068116,C511882,0
371895,EnterpriseAppServer,U688301,C581624,0
371899,EnterpriseAppServer,U688301,C894088,0
371901,EnterpriseAppServer,U688301,C698972,0
371904,EnterpriseAppServer,U688301,C807801,0
371928,C770259,U339149,C425568,0
371928,EnterpriseAppServer,U688301,C581624,0
371978,C023011,U721322,C659272,0
372127,VPN,U703614,EnterpriseAppServer,0
372140,C835004,U235899,C883082,0
372402,C206546,U208750,C840438,0
372683,C290394,U384628,C215836,0
372701,EnterpriseAppServer,U688301,EnterpriseAppServer,0
372706,EnterpriseAppServer,U688301,EnterpriseAppServer,0
372708,EnterpriseAppServer,U688301,EnterpriseAppServer,0
372764,C255803,U854310,C753366,0
372764,C255803,U854310,C753366,0
372770,C217088,U703614,EnterpriseAppServer,0
372820,C206546,U249116,C335066,0
372820,C242929,U104998,C567126,0
372820,C242929,U104998,C567126,0
373006,C610814,U339149,C425568,0
373033,C206546,U899163,C414724,0
373100,C023011,U721322,C659272,0
373102,C206546,U864333,C566304,0
373140,C206546,U962265,C882724,0
373316,C822727,U043179,C685913,0
373339,C139916,U724397,C384732,0
373343,C206546,U641583,C005364,0
373349,C206546,U741168,C081299,0
373411,EnterpriseAppServer,U480259,C297473,0
373411,EnterpriseAppServer,U480259,C297473,0
373426,C822727,U043179,C708171,0
373470,C136816,U834384,C185344,0
373519,C559775,U378309,C805633,0
373519,C559775,U378309,C805633,0
373685,C559775,U378309,C805633,0
373685,C559775,U378309,C805633,0
373785,C139916,U724397,C384732,0
373802,C198341,U803241,C440202,0
373813,C355169,U686873,C559866,0
373851,C380483,U269032,C158623,0
373900,C516472,U162070,C961343,0
373987,C565135,U615164,C291378,0
374034,C999020,U778557,C073704,0
374085,C831648,U788153,C395501,0
374108,C206546,U767783,C045422,0
374108,C206546,U767783,C045422,0
374183,C999020,U778557,C783768,0
374208,C406228,U934247,C677335,0
374210,C770259,U339149,C425568,0
374320,C242929,U104998,C209924,0
374320,C242929,U104998,C209924,0
374328,C999020,U778557,C801759,0
374328,C999020,U778557,C801759,0
374339,C206546,U022274,C306919,0
374377,C828492,U829921,C787462,0
374377,C828492,U829921,C787462,0
374493,C801423,U520761,C402133,0
374537,C801423,U912707,C143722,0
374537,C801423,U912707,C143722,0
374551,C206546,U164608,C536789,0
374556,C288750,U451666,C313779,0
374572,C355853,U741204,C038987,0
374572,C355853,U741204,C038987,0
374643,C206546,U670792,C715215,0
374653,C801423,U520761,C732123,0
374657,C206546,U983780,C460088,0
374695,C355853,U741204,C707411,0
374739,C206546,U882674,C738235,0
374749,C801423,U520761,C961078,0
374761,C206546,U164608,C536789,0
374767,C271443,U270076,C589905,0
374767,C271443,U270076,C589905,0
374787,C206546,U899163,C414724,0
374850,C206546,U056649,C525949,0
374868,C067947,U304350,C237480,0
374868,C067947,U304350,C237480,0
374885,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374903,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374904,C355853,U741204,C816468,0
374904,C355853,U741204,C816468,0
374913,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374924,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374935,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374936,VPN,U235899,EnterpriseAppServer,0
374943,C168783,U262141,C291378,0
374944,C640322,U422391,C778625,0
374968,EnterpriseAppServer,U688301,EnterpriseAppServer,0
374978,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375003,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375005,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375019,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375031,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375042,EnterpriseAppServer,U688301,EnterpriseAppServer,0
375070,EnterpriseAppServer,U688301,C852153,0
375099,C206546,U670792,C715215,0
375124,C742377,U112390,C161240,0
375140,C206546,U926119,C961407,0
375142,C537384,U165115,C393400,0
375148,C206546,U849884,C805058,0
375163,C242464,U563444,C428584,0
375163,C242464,U563444,C428584,0
375191,C283798,U258015,C445881,0
375243,C742377,U112390,C731955,0
375259,C206546,U979526,C222276,0
375259,C206546,U979526,C222276,0
375326,C206546,U124650,C276150,0
375410,C299732,U403510,C009312,0
375476,C296454,U979989,C835177,0
375543,C206546,U056649,C864201,0
375579,C206546,U741168,C081299,0
375678,C206546,U056649,C525949,0
375684,C550959,U660824,C825721,0
375684,C550959,U660824,C825721,0
375718,C355169,U686873,C559866,0
375811,C088642,U957693,C624226,0
375835,C009588,U781814,C291378,0
375835,C206546,U480259,C297473,0
375835,C206546,U480259,C297473,0
375869,C242464,U563444,C048169,0
375869,C242464,U563444,C048169,0
375870,C206546,U644512,C282775,0
375877,C525562,U144268,C102246,0
376093,EnterpriseAppServer,U002920,EnterpriseAppServer,0
376107,C206546,U142464,C300589,0
376131,EnterpriseAppServer,U002920,EnterpriseAppServer,0
376218,C206546,U833120,C352864,0
376229,C671937,U415125,C291378,0
376237,EnterpriseAppServer,U688301,EnterpriseAppServer,0
376311,C512092,AppService,EnterpriseAppServer,0
376354,C206546,U962265,C882724,0
376475,C206546,U238327,C956964,0
376498,C254962,U914520,C239051,0
376599,C206546,U035202,C370527,0
376706,C915026,U979892,C291378,0
376706,C293019,U600032,C150139,0
376798,C116081,U457927,C780692,0
376939,EnterpriseAppServer,U356036,EnterpriseAppServer,0
376942,C854322,U621716,C291378,0
377065,C546162,U361204,C073704,0
377116,C206546,U985849,C646412,0
377244,EnterpriseAppServer,U208549,C158623,0
377269,C206546,U927141,C002286,0
377277,C206546,U087757,C284103,0
377448,C206546,U963925,C230920,0
377466,C116081,U457927,C351096,0
377488,C942243,U526740,C291378,0
377556,C850674,U496565,C291378,0
377660,C140179,U967898,C291378,0
377798,C770259,U339149,C425568,0
377964,C812819,U236360,C598394,0
377964,C812819,U236360,C598394,0
378033,C835004,U235899,C255310,0
378138,C936297,U574243,C513447,0
378141,EnterpriseAppServer,U236032,C173130,0
378210,C355853,U741204,C816468,0
378210,C355853,U741204,C816468,0
378216,C080203,U981449,C104511,0
378222,C257655,U160566,C999467,0
378292,C946865,U678751,C291378,0
378324,C835004,U235899,C255310,0
378330,C967517,U889432,C157077,0
378381,C206546,U652360,C264601,0
378506,C731212,U522230,C255310,0
378600,C526114,U741204,C038987,0
378600,C526114,U741204,C038987,0
378601,C206546,U164608,C536789,0
378611,C206546,U244822,C217088,0
378611,C206546,U244822,C217088,0
378627,C206546,U048570,C112411,0
378627,C206546,U048570,C112411,0
378653,C355853,U839955,C816468,0
378689,C131695,U814721,C951333,0
378794,C038987,U741204,C816468,0
378794,C038987,U741204,C816468,0
378808,C535288,U451666,C313779,0
378830,C526114,U741204,C038987,0
378830,C526114,U741204,C038987,0
378836,C355853,U839955,C835750,0
378836,C355853,U839955,C835750,0
378845,C038987,U741204,C816468,0
378845,C038987,U741204,C816468,0
378874,C362573,U303256,C422203,0
378905,C206546,U416717,C825721,0
378905,C206546,U416717,C825721,0
378906,C248642,U152613,C291378,0
378909,C250788,U706736,C927670,0
378909,C250788,U706736,C927670,0
378940,C217088,U244822,C911314,0
378944,C168778,U894159,C232016,0
378945,C206546,U932779,C457598,0
378950,C355169,U583334,C698013,0
378950,C355169,U583334,C698013,0
378950,C277495,U765669,C698013,0
378950,C277495,U765669,C698013,0
379049,C206546,U055223,C835004,0
379049,C206546,U055223,C835004,0
379055,C206546,U257215,C301215,0
379069,C206546,U341945,C884304,0
379081,C911947,U017228,C310432,0
379088,VPN,U235899,EnterpriseAppServer,0
379094,C071412,U646021,C291378,0
379094,C071412,U646021,C291378,0
379108,C206546,U493469,C447558,0
379129,VPN,U235899,EnterpriseAppServer,0
379142,C770259,U339149,C425568,0
379166,C206546,U963925,C230920,0
379235,C186636,U948621,C916076,0
379235,C186636,U948621,C916076,0
379272,C277495,U765669,C698013,0
379272,C277495,U765669,C698013,0
379278,C496403,U188399,C291378,0
379323,C768284,U071165,C673421,0
379324,C206546,U849884,C805058,0
379412,C206546,U249116,C335066,0
379423,C237375,U078549,C313307,0
379423,C237375,U078549,C313307,0
379733,VPN,U703614,EnterpriseAppServer,0
379764,C023011,U721322,C659272,0
379778,C277495,U765669,C698013,0
379778,C277495,U765669,C698013,0
379876,C884639,U022587,C291378,0
379893,C206546,U686237,C530048,0
379947,C206546,U899163,C414724,0
380059,C242929,U104998,C567126,0
380059,C242929,U104998,C567126,0
380114,C206546,U849884,C805058,0
380198,C206546,U284236,C463799,0
380229,C298039,U743804,EnterpriseAppServer,0
380316,C254962,U914520,C239051,0
380392,C696477,U881578,C030999,0
380468,C206546,U643724,C186428,0
380604,C206546,U983780,C460088,0
380636,C962255,U365581,C636900,0
380636,C962255,U365581,C636900,0
380639,VPN,U886884,EnterpriseAppServer,0
380642,C355169,U583334,C910046,0
380642,C355169,U583334,C910046,0
380651,C731212,U012684,C065969,0
380710,C206546,U864333,C566304,0
380798,VPN,U551069,EnterpriseAppServer,0
380808,C277495,U765669,C910046,0
380808,C277495,U765669,C910046,0
380823,C206546,U741168,C081299,0
380834,C770259,U339149,C425568,0
380898,C299732,U402574,C009312,0
380998,C206546,U767783,C045422,0
380998,C206546,U767783,C045422,0
381108,C778625,U929365,C028189,0
381157,C206546,U899163,C414724,0
381244,C526114,U741204,C816468,0
381244,C526114,U741204,C816468,0
381268,C811029,U564202,C291378,0
381347,C206546,U206145,C771910,0
381348,C910401,U924479,C536810,0
381348,C910401,U924479,C536810,0
381390,C231378,U189689,C291378,0
381396,C721324,U289276,C599075,0
381396,C721324,U289276,C599075,0
381400,C237375,U078549,C313307,0
381400,C237375,U078549,C313307,0
381418,EnterpriseAppServer,U065116,C426996,0
381418,C206546,U767783,C045422,0
381418,C206546,U767783,C045422,0
381430,C206546,U178180,C487570,0
381583,C299732,U403510,C009312,0
381677,C786792,U635619,C008372,0
381749,C299732,U402574,C009312,0
381874,VPN,U453410,C769501,0
381887,C206546,U173236,C959299,0
381887,C206546,U173236,C959299,0
381981,C206546,U945607,C519547,0
382069,C206546,U257215,C301215,0
382202,C922201,U632036,C982080,0
382202,C922201,U063176,C982080,0
382205,C293019,U600032,C150139,0
382240,EnterpriseAppServer,U065116,C426996,0
382267,C206546,U121823,C384187,0
382308,C277495,U765669,C910046,0
382389,C206546,U741168,C081299,0
382405,C831648,U788153,C395501,0
382456,C831648,U788153,C395501,0
382536,C206546,U740159,C040600,0
382580,C610814,U339149,C425568,0
382610,C094128,U388075,C327612,0
382610,C094128,U388075,C327612,0
382802,C206546,U854867,C207275,0
382812,C206546,U416717,C825721,0
382812,C206546,U416717,C825721,0
382987,VPN,U024154,EnterpriseAppServer,0
382989,VPN,U024154,EnterpriseAppServer,0
382998,C525310,U204569,C043604,0
382998,C525310,U204569,C043604,0
383002,C206546,U173236,C959299,0
383002,C206546,U173236,C959299,0
383020,VPN,U024154,EnterpriseAppServer,0
383041,VPN,U024154,EnterpriseAppServer,0
383200,C383093,U310177,C491383,0
383228,C206546,U209708,C223332,0
383228,C206546,U209708,C223332,0
383229,C206546,U480259,C297473,0
383229,C206546,U480259,C297473,0
383268,C206546,U053432,C518647,0
383273,C206546,U979526,C222276,0
383273,C206546,U979526,C222276,0
383317,C206546,U652360,C264601,0
383323,VPN,U024154,EnterpriseAppServer,0
383327,C668537,U024154,EnterpriseAppServer,0
383330,C668537,U024154,EnterpriseAppServer,0
383332,VPN,U024154,EnterpriseAppServer,0
383335,VPN,U024154,EnterpriseAppServer,0
383338,VPN,U024154,EnterpriseAppServer,0
383341,VPN,U024154,EnterpriseAppServer,0
383341,VPN,U024154,EnterpriseAppServer,0
383348,C526114,U741204,C816468,0
383348,C526114,U741204,C816468,0
383366,VPN,U024154,EnterpriseAppServer,0
383385,VPN,U024154,EnterpriseAppServer,0
383386,VPN,U024154,EnterpriseAppServer,0
383389,VPN,U024154,EnterpriseAppServer,0
383393,VPN,U024154,EnterpriseAppServer,0
383396,VPN,U024154,EnterpriseAppServer,0
383399,VPN,U024154,EnterpriseAppServer,0
383401,VPN,U024154,EnterpriseAppServer,0
383404,VPN,U024154,EnterpriseAppServer,0
383406,VPN,U024154,EnterpriseAppServer,0
383407,VPN,U024154,EnterpriseAppServer,0
383412,VPN,U024154,EnterpriseAppServer,0
383416,C277495,U765669,C910046,0
383416,C277495,U765669,C910046,0
383420,C770259,U339149,C425568,0
383442,VPN,U852260,C010804,0
383452,C206546,U644512,C282775,0
383459,C922201,U632036,C543290,0
383488,C897018,U181289,C442109,0
383488,C897018,U181289,C442109,0
383533,C070384,U384628,C215836,0
383548,C962255,U365581,C636900,0
383548,C962255,U365581,C636900,0
383570,C641982,U225051,C555271,0
383570,C641982,U225051,C555271,0
383572,C139916,U013353,C659306,0
383572,C139916,U013353,C659306,0
383605,C277495,U765669,C910046,0
383605,C277495,U765669,C910046,0
383797,C079636,U523707,C370123,0
383856,C206546,U249116,C335066,0
383895,C255803,U854310,C753366,0
383895,C255803,U854310,C753366,0
383935,C248308,U236068,C900716,0
383975,C206546,U962265,C882724,0
383976,C288750,U894053,C384976,0
383986,C079636,U523707,C370123,0
384014,C288750,U894053,C384976,0
384067,C079636,U523707,C005295,0
384071,C835004,U235899,C065969,0
384093,C206546,U192765,C942538,0
384113,C206546,U522332,C339752,0
384217,C206546,U927141,C002286,0
384332,C610814,U339149,C425568,0
384344,C770259,U795366,C972678,0
384344,C770259,U795366,C972678,0
384431,C237375,U078549,C488605,0
384431,C237375,U078549,C488605,0
384435,C206546,U019336,C426187,0
384435,C206546,U019336,C426187,0
384513,C073581,U814721,C951333,0
384544,C206546,U053432,C518647,0
384599,C910401,U924479,C536810,0
384599,C910401,U924479,C536810,0
384612,C206546,U983780,C460088,0
384621,C206546,U686237,C530048,0
384633,C987563,U492628,C214340,0
384633,C987563,U492628,C214340,0
384696,C383093,U310177,C491383,0
384704,C206546,U905321,C713244,0
384748,C897018,U181289,C442109,0
384748,C897018,U181289,C442109,0
384748,C526114,U741204,C816468,0
384748,C526114,U741204,C816468,0
384837,EnterpriseAppServer,U906755,C670941,0
385114,C217088,U703614,EnterpriseAppServer,0
385214,C168778,U894159,C232016,0
385297,C206546,U018094,C369838,0
385298,C972680,U081931,C817046,0
385358,C535288,U451666,C313779,0
385389,C206546,U035202,C370527,0
385480,C535288,U451666,C313779,0
385497,C641982,U225051,C555271,0
385497,C641982,U225051,C555271,0
385737,C206546,U018094,C369838,0
385814,C206546,U192765,C942538,0
385830,C033606,U799193,C811180,0
385847,C525562,U144268,C102246,0
385886,C206546,U244822,C217088,0
385886,C206546,U244822,C217088,0
385927,C526114,U741204,C816468,0
385927,C526114,U741204,C816468,0
385997,C610401,U738031,C126378,0
386004,C853110,U950747,C291378,0
386030,C946865,U678751,C291378,0
386075,C293019,U600032,C150139,0
386077,C206546,U164608,C536789,0
386080,C610401,U738031,C441768,0
386185,VPN,U024154,C581624,0
386309,C023011,U721322,C659272,0
386315,C206546,U962265,C882724,0
386317,C206546,U055223,C835004,0
386317,C206546,U055223,C835004,0
386519,C610401,U738031,C126378,0
386556,VPN,U269913,EnterpriseAppServer,0
386590,C776055,U576153,C736589,0
386636,C610401,U738031,C165043,0
386642,C206546,U743350,C104285,0
386702,C160503,U664203,C291378,0
386756,C161433,U694770,C291378,0
386758,C185198,U521775,C632822,0
386758,C185198,U521775,C632822,0
386777,C206546,U022274,C306919,0
386909,C922201,U632036,C543290,0
387094,C206546,U493469,C447558,0
387131,VPN,U453410,C739373,0
387131,VPN,U453410,C739373,0
387229,C206546,U979526,C222276,0
387229,C206546,U979526,C222276,0
387330,C206546,U188363,C846444,0
387367,C939646,U475364,C939065,0
387367,C939646,U475364,C939065,0
387435,C206546,U019336,C426187,0
387435,C206546,U019336,C426187,0
387436,C206546,U512474,C541838,0
387464,C904881,U682759,C916004,0
387505,C995183,U291569,C995183,0
387569,C206546,U480259,C297473,0
387569,C206546,U480259,C297473,0
387983,C206546,U522332,C339752,0
387984,C151496,U456961,C291378,0
388077,C206546,U905321,C713244,0
388081,C206546,U962265,C882724,0
388189,C610401,U738031,C126378,0
388215,C946618,U679434,C431244,0
388283,C169404,U436109,C262960,0
388283,C169404,U436109,C262960,0
388320,C610401,U738031,C441768,0
388402,C946618,U679434,C284248,0
388467,C946618,U679434,C862246,0
388578,C206546,U767783,C045422,0
388578,C206546,U767783,C045422,0
388629,C610401,U738031,C165043,0
388639,C946618,U641794,C350644,0
388654,C535288,U451666,C313779,0
388724,C206546,U983780,C460088,0
388754,C870666,U599078,C291378,0
388805,C610401,U738031,C902323,0
388983,C206546,U400394,C678927,0
388983,C206546,U400394,C678927,0
389011,C116081,U457927,C584948,0
389105,C641982,U225051,C555271,0
389105,C641982,U225051,C555271,0
389251,C206546,U048570,C112411,0
389251,C206546,U048570,C112411,0
389309,C126988,U768198,C602416,0
389309,C126988,U768198,C602416,0
389354,EnterpriseAppServer,U208549,C158623,0
389398,C044772,U979989,C834776,0
389478,C206546,U053432,C518647,0
389604,C922201,U632036,C077499,0
389606,C206546,U535193,C291246,0
389679,C206546,U121823,C384187,0
389814,C047853,U619075,C291378,0
389841,C206546,U082898,C528070,0
389841,C206546,U082898,C528070,0
390053,C696231,U271697,C712508,0
390341,C116081,U457927,C584948,0
390403,C143140,U207320,C342334,0
390403,C143140,U207320,C342334,0
390447,C775797,U774181,C068170,0
390461,C143140,U207320,C342334,0
390461,C143140,U207320,C342334,0
390474,C516472,U162070,C961343,0
390572,C567734,U445261,C952934,0
390572,C567734,U445261,C952934,0
390614,C380729,U035571,C291378,0
390623,C206546,U142464,C300589,0
390634,C206546,U741168,C081299,0
390641,C206546,U686237,C530048,0
390737,C526114,U741204,C816468,0
390737,C526114,U741204,C816468,0
390755,C526114,U741204,C038987,0
390755,C526114,U741204,C038987,0
390863,C206546,U522332,C339752,0
390941,C763951,U625392,C384732,0
391122,C777168,U857262,C093915,0
391122,C777168,U857262,C093915,0
391173,C206546,U643724,C186428,0
391182,C206546,U891109,C016997,0
391293,C443843,U920710,C227407,0
391293,C443843,U920710,C227407,0
391336,C383093,U310177,C491383,0
391377,C206546,U192765,C942538,0
391428,C206546,U644512,C282775,0
391461,C206546,U927141,C002286,0
391474,C206546,U249116,C335066,0
391480,VPN,U852260,C005825,0
391583,C283798,U801047,C445881,0
391605,C365995,U644040,C882552,0
391605,C365995,U644040,C882552,0
391640,C525494,U265663,C291378,0
391641,C220704,U403419,C255415,0
391799,C988803,U936035,C445881,0
392069,C206546,U905321,C713244,0
392146,C409555,U601389,C291378,0
392188,C987439,U326258,C757559,0
392196,VPN,U046687,EnterpriseAppServer,0
392200,C236657,U083101,C291378,0
392227,C770259,U339149,C425568,0
392244,C206546,U522629,C186551,0
392275,C070384,U384628,C215836,0
392305,VPN,U046687,EnterpriseAppServer,0
392475,C206546,U800784,C752809,0
392502,C169404,U860269,C262960,0
392509,C206546,U730086,C291849,0
392528,C770259,U795366,C972678,0
392528,C770259,U795366,C972678,0
392560,C256433,U242955,C395501,0
392631,C206546,U164608,C536789,0
392665,C206546,U670792,C715215,0
392719,C535288,U451666,C313779,0
392742,C206546,U254604,C897158,0
392771,C206546,U927141,C002286,0
392963,C610814,U339149,C425568,0
393165,C206546,U244822,C217088,0
393165,C206546,U244822,C217088,0
393262,C197521,U619750,C891448,0
393463,C902323,U738031,C126378,0
393553,C023011,U721322,C659272,0
393625,C186636,U948621,C916076,0
393625,C186636,U948621,C916076,0
393639,C206546,U522332,C339752,0
393728,C206546,U053432,C518647,0
393870,C897018,U181289,C442109,0
393870,C897018,U181289,C442109,0
393910,C902323,U738031,C441768,0
393919,C206546,U480259,C297473,0
393919,C206546,U480259,C297473,0
394027,C136816,U834384,C185344,0
394059,C271443,U270076,C871584,0
394059,C271443,U270076,C871584,0
394110,C775797,U774181,C572075,0
394170,C831648,U788153,C395501,0
394261,C169404,U860269,C943477,0
394277,C902323,U738031,C165043,0
394277,C516472,U162070,C961343,0
394333,C206546,U416717,C825721,0
394333,C206546,U416717,C825721,0
394391,C770259,U339149,C425568,0
394505,C206546,U800784,C752809,0
394573,C206546,U493469,C447558,0
394578,C206546,U741168,C081299,0
394605,C535288,U451666,C313779,0
394619,C525562,U144268,C102246,0
394764,C812819,U236360,C598394,0
394764,C812819,U236360,C598394,0
394824,C206546,U512474,C541838,0
394860,C206546,U833120,C352864,0
394911,C610401,U738031,C126378,0
394956,C122746,U990393,C395501,0
395106,EnterpriseAppServer,U065116,C426996,0
395200,VPN,U046687,EnterpriseAppServer,0
395219,C967517,U889432,C157077,0
395375,C206546,U035202,C370527,0
395386,C817046,U081931,C962930,0
395408,C208293,U932381,C291378,0
395571,EnterpriseAppServer,U804936,EnterpriseAppServer,0
395685,EnterpriseAppServer,U046687,EnterpriseAppServer,0
395686,EnterpriseAppServer,U046687,EnterpriseAppServer,0
395686,VPN,U046687,EnterpriseAppServer,0
395786,C433683,U389972,C291378,0
395998,C652992,U994469,C617405,0
396136,C206546,U416717,C825721,0
396136,C206546,U416717,C825721,0
396238,C443843,U920710,C227407,0
396238,C443843,U920710,C227407,0
396337,C904881,U682759,C916004,0
396347,C206546,U899163,C414724,0
396394,C248642,U152613,C291378,0
396434,C762970,U867227,C291378,0
396459,C277635,U942089,C902323,0
396459,C277635,U942089,C902323,0
396472,C721324,U289276,C599075,0
396472,C721324,U289276,C599075,0
396475,C206546,U705675,C744582,0
396552,C206546,U983780,C460088,0
396556,C488380,Administrator,C174601,0
396627,C206546,U087757,C284103,0
396646,C277635,U738031,C610401,0
396654,VPN,U524091,EnterpriseAppServer,0
396684,C206546,U891109,C016997,0
396747,C770259,U339149,C425568,0
396826,C731212,U012684,C310969,0
396864,C488380,Administrator,C174601,0
396887,C488380,Administrator,C933196,0
396910,VPN,U886884,EnterpriseAppServer,0
396928,C770259,U795366,C972678,0
396928,C770259,U795366,C972678,0
397046,C277635,U090946,C256731,0
397134,C148004,U392890,C704126,0
397134,C148004,U392890,C704126,0
397148,C244829,U087042,C291378,0
397267,C206546,U800784,C752809,0
397272,VPN,AppService,EnterpriseAppServer,0
397272,VPN,AppService,EnterpriseAppServer,0
397330,C197521,U619750,C891448,0
397341,C206546,U686237,C530048,0
397361,C002121,U679434,C284248,0
397396,C526114,U741204,C816468,0
397396,C526114,U741204,C816468,0
397534,C885635,U189930,C395501,0
397648,C897018,U181289,C442109,0
397648,C897018,U181289,C442109,0
397660,C277635,U738031,C256731,0
397779,C277635,U942089,C407768,0
397779,C277635,U942089,C407768,0
397854,C206546,U093061,C004959,0
397858,C206546,U480259,C297473,0
397858,C206546,U480259,C297473,0
397997,C277635,U738031,C407768,0
398010,EnterpriseAppServer,U504176,C687102,0
398037,C770259,U339149,C425568,0
398098,C987563,U492628,C214340,0
398098,C987563,U492628,C214340,0
398141,C206546,U522332,C339752,0
398143,C206546,U121823,C384187,0
398182,C206546,U741168,C081299,0
398253,C535288,U451666,C313779,0
398264,C902323,U738031,C610401,0
398312,C206546,U979526,C222276,0
398312,C206546,U979526,C222276,0
398349,C023011,U721322,C659272,0
398394,C610401,U738031,C256731,0
398518,C219121,U593020,C929108,0
398532,C219121,U593020,C091072,0
398595,C370527,U902997,C006588,0
398595,C370527,U902997,C006588,0
398709,C206546,U238327,C956964,0
398715,C206546,U388291,C540366,0
398775,C206546,U019336,C426187,0
398775,C206546,U019336,C426187,0
398976,C526114,U741204,C816468,0
398976,C526114,U741204,C816468,0
399009,C526114,U741204,C707411,0
399026,C206546,U891109,C016997,0
399037,C529315,U133817,C004340,0
399037,C529315,U133817,C004340,0
399078,C383093,U310177,C491383,0
399141,C742168,U158145,C904210,0
399289,C206546,U238327,C956964,0
399331,C776055,U576153,C736589,0
399451,C206546,U730086,C291849,0
399582,C186636,U948621,C916076,0
399582,C186636,U948621,C916076,0
399642,C891426,U256610,C760232,0
399740,C516472,U162070,C961343,0
399845,C236461,U403419,C255415,0
399853,C936297,U795366,C972678,0
399853,C936297,U795366,C972678,0
399925,C206546,U522332,C339752,0
399959,C206546,U400394,C678927,0
